timestamp,city,lat,lon,aqi,category,pm2_5,pm10,co,no2,so2,o3,temperature,humidity,wind_speed,pressure
2026-06-29T20:06:51,Lagos,6.5244,3.3792,112,Unhealthy for Sensitive Groups,39.8,66.4,618.9,40.4,13.2,58.2,30.6,74.1,2.5,1006.5
2026-06-29T20:06:51,Abuja,9.0765,7.3986,71,Moderate,21.7,40.5,567.9,24.2,14.6,39.6,30.0,75.9,1.1,1007.6
2026-06-29T20:06:51,Port Harcourt,4.8156,7.0498,147,Unhealthy for Sensitive Groups,54.1,98.8,1035.5,69.4,23.3,41.6,27.6,47.4,1.5,1011.8
2026-06-29T20:06:51,Kano,12.0022,8.592,89,Moderate,30.4,53.7,701.2,33.9,13.1,40.8,28.6,76.2,1.7,1013.4
2026-06-29T20:06:51,Ibadan,7.3775,3.947,89,Moderate,30.2,56.4,609.6,36.4,12.3,25.3,28.4,57.3,3.9,1009.7
2026-06-29T20:06:51,Kaduna,10.5222,7.4383,90,Moderate,30.8,47.7,684.6,36.1,15.9,37.9,27.1,51.1,4.4,1013.1
2026-06-29T20:06:51,Ogun (Ode-Remo),6.85,3.6167,74,Moderate,23.2,42.7,619.2,32.8,11.9,44.1,28.1,75.1,3.5,1009.7
2026-06-29T21:06:51,Lagos,6.5244,3.3792,110,Unhealthy for Sensitive Groups,39.0,56.3,725.6,34.7,21.7,51.7,26.6,61.6,3.7,1008.1
2026-06-29T21:06:51,Abuja,9.0765,7.3986,60,Moderate,16.5,28.0,501.6,20.3,12.0,39.4,27.2,52.6,5.3,1006.5
2026-06-29T21:06:51,Port Harcourt,4.8156,7.0498,131,Unhealthy for Sensitive Groups,47.6,69.7,868.1,40.9,23.4,56.2,27.6,60.8,4.1,1008.4
2026-06-29T21:06:51,Kano,12.0022,8.592,88,Moderate,29.5,43.3,663.6,37.0,19.5,30.1,26.6,69.2,1.3,1007.1
2026-06-29T21:06:51,Ibadan,7.3775,3.947,82,Moderate,26.9,43.9,580.8,36.9,12.9,37.6,26.9,53.2,4.2,1008.9
2026-06-29T21:06:51,Kaduna,10.5222,7.4383,82,Moderate,26.9,45.5,638.7,30.3,16.8,60.5,28.4,75.9,3.1,1012.0
2026-06-29T21:06:51,Ogun (Ode-Remo),6.85,3.6167,75,Moderate,23.5,43.7,512.9,27.5,13.4,36.0,28.3,51.0,5.5,1009.1
2026-06-29T22:06:51,Lagos,6.5244,3.3792,96,Moderate,33.6,50.7,678.0,42.5,13.8,34.1,30.8,67.7,3.2,1010.1
2026-06-29T22:06:51,Abuja,9.0765,7.3986,59,Moderate,15.9,28.8,497.3,22.1,11.0,50.3,27.4,55.6,1.7,1011.3
2026-06-29T22:06:51,Port Harcourt,4.8156,7.0498,127,Unhealthy for Sensitive Groups,46.2,73.1,757.5,47.6,14.3,30.2,26.9,70.9,3.2,1012.7
2026-06-29T22:06:51,Kano,12.0022,8.592,86,Moderate,28.5,42.4,587.0,39.8,15.9,53.7,29.0,66.4,1.8,1013.8
2026-06-29T22:06:51,Ibadan,7.3775,3.947,79,Moderate,25.2,41.7,598.7,35.0,17.0,26.4,26.2,46.3,2.0,1007.6
2026-06-29T22:06:51,Kaduna,10.5222,7.4383,82,Moderate,27.0,46.0,585.6,33.9,13.4,47.6,26.2,50.9,1.2,1010.1
2026-06-29T22:06:51,Ogun (Ode-Remo),6.85,3.6167,76,Moderate,24.0,38.5,583.3,31.8,10.8,47.4,30.8,66.0,4.7,1013.6
2026-06-29T23:06:51,Lagos,6.5244,3.3792,90,Moderate,30.5,47.8,651.3,31.8,13.1,24.8,28.8,53.0,5.5,1012.9
2026-06-29T23:06:51,Abuja,9.0765,7.3986,58,Moderate,15.5,22.1,511.9,26.1,12.3,48.5,27.8,62.3,5.9,1013.5
2026-06-29T23:06:51,Port Harcourt,4.8156,7.0498,126,Unhealthy for Sensitive Groups,45.8,84.2,793.5,45.7,18.4,42.5,26.5,66.2,5.2,1012.9
2026-06-29T23:06:51,Kano,12.0022,8.592,82,Moderate,27.0,49.5,595.7,39.7,15.2,55.8,27.1,70.6,4.7,1008.0
2026-06-29T23:06:51,Ibadan,7.3775,3.947,71,Moderate,21.8,39.4,563.6,26.1,14.0,62.7,30.7,71.3,4.7,1013.3
2026-06-29T23:06:51,Kaduna,10.5222,7.4383,79,Moderate,25.2,45.7,598.9,37.3,12.7,23.7,26.6,56.3,5.0,1008.9
2026-06-29T23:06:51,Ogun (Ode-Remo),6.85,3.6167,65,Moderate,18.7,31.4,502.0,22.0,10.8,52.9,30.1,67.9,3.8,1012.9
2026-06-30T00:06:51,Lagos,6.5244,3.3792,87,Moderate,29.2,50.7,571.3,29.5,19.0,44.9,26.9,72.5,5.0,1007.5
2026-06-30T00:06:51,Abuja,9.0765,7.3986,66,Moderate,19.4,30.3,504.0,23.1,11.1,53.2,26.9,74.7,2.5,1011.7
2026-06-30T00:06:51,Port Harcourt,4.8156,7.0498,121,Unhealthy for Sensitive Groups,43.8,67.1,883.2,37.9,14.7,21.4,27.0,46.1,3.9,1009.2
2026-06-30T00:06:51,Kano,12.0022,8.592,86,Moderate,28.9,53.3,633.5,29.5,15.7,22.3,29.4,46.4,3.4,1012.1
2026-06-30T00:06:51,Ibadan,7.3775,3.947,69,Moderate,20.7,37.5,562.9,26.6,11.7,46.1,27.8,61.5,3.6,1012.1
2026-06-30T00:06:51,Kaduna,10.5222,7.4383,80,Moderate,25.9,41.1,628.5,27.1,12.7,22.8,26.1,61.3,5.0,1013.2
2026-06-30T00:06:51,Ogun (Ode-Remo),6.85,3.6167,66,Moderate,19.1,30.3,553.2,23.1,14.2,59.9,26.1,55.3,5.5,1007.7
2026-06-30T01:06:51,Lagos,6.5244,3.3792,88,Moderate,29.6,47.8,620.3,38.6,16.9,61.4,25.2,59.1,2.7,1012.9
2026-06-30T01:06:51,Abuja,9.0765,7.3986,70,Moderate,21.2,35.7,593.2,28.7,10.1,32.6,25.7,67.6,5.6,1012.8
2026-06-30T01:06:51,Port Harcourt,4.8156,7.0498,129,Unhealthy for Sensitive Groups,46.8,78.5,827.5,61.5,21.0,51.3,26.5,52.8,4.9,1011.9
2026-06-30T01:06:51,Kano,12.0022,8.592,82,Moderate,27.0,44.3,645.6,37.3,14.1,31.9,27.5,45.4,4.7,1013.6
2026-06-30T01:06:51,Ibadan,7.3775,3.947,70,Moderate,21.1,31.9,563.3,27.6,12.5,54.3,28.5,70.3,3.3,1012.3
2026-06-30T01:06:51,Kaduna,10.5222,7.4383,78,Moderate,24.9,42.3,577.8,26.2,12.1,46.8,29.1,75.1,1.4,1013.1
2026-06-30T01:06:51,Ogun (Ode-Remo),6.85,3.6167,66,Moderate,19.0,32.4,565.4,29.0,14.4,43.1,25.2,66.1,2.7,1013.4
2026-06-30T02:06:51,Lagos,6.5244,3.3792,85,Moderate,28.2,45.8,597.2,30.9,12.8,59.1,27.0,75.1,3.8,1006.4
2026-06-30T02:06:51,Abuja,9.0765,7.3986,65,Moderate,18.6,27.8,478.5,27.4,12.1,58.1,25.8,71.7,4.6,1010.5
2026-06-30T02:06:51,Port Harcourt,4.8156,7.0498,121,Unhealthy for Sensitive Groups,43.8,72.5,754.7,47.3,22.5,54.5,28.9,66.5,1.8,1010.1
2026-06-30T02:06:51,Kano,12.0022,8.592,78,Moderate,25.0,43.1,513.4,31.0,12.3,50.6,29.1,71.2,1.1,1009.6
2026-06-30T02:06:51,Ibadan,7.3775,3.947,68,Moderate,20.2,36.0,546.0,24.2,11.8,45.3,26.7,65.2,1.6,1013.5
2026-06-30T02:06:51,Kaduna,10.5222,7.4383,82,Moderate,27.0,42.2,568.3,28.9,16.9,42.2,29.8,59.7,1.6,1007.4
2026-06-30T02:06:51,Ogun (Ode-Remo),6.85,3.6167,66,Moderate,19.1,35.9,453.5,21.8,12.7,57.8,29.8,75.2,1.4,1009.3
2026-06-30T03:06:51,Lagos,6.5244,3.3792,98,Moderate,34.4,64.8,765.9,45.2,13.6,41.0,26.1,59.0,1.3,1009.0
2026-06-30T03:06:51,Abuja,9.0765,7.3986,67,Moderate,19.7,30.8,570.6,22.0,14.5,61.5,25.6,80.0,3.4,1007.9
2026-06-30T03:06:51,Port Harcourt,4.8156,7.0498,118,Unhealthy for Sensitive Groups,42.3,79.3,806.0,55.9,22.8,40.1,26.8,52.7,3.4,1006.5
2026-06-30T03:06:51,Kano,12.0022,8.592,89,Moderate,30.0,48.1,681.9,33.5,15.2,47.3,29.3,47.5,5.5,1008.7
2026-06-30T03:06:51,Ibadan,7.3775,3.947,74,Moderate,23.2,42.2,533.1,28.8,14.4,38.8,28.9,63.8,2.6,1006.2
2026-06-30T03:06:51,Kaduna,10.5222,7.4383,77,Moderate,24.5,41.3,537.7,32.6,16.2,62.1,29.6,55.0,5.2,1009.2
2026-06-30T03:06:51,Ogun (Ode-Remo),6.85,3.6167,68,Moderate,20.2,29.5,555.3,28.6,12.3,23.9,27.4,70.4,2.5,1009.2
2026-06-30T04:06:51,Lagos,6.5244,3.3792,93,Moderate,32.3,57.8,646.1,36.2,20.7,61.6,27.9,70.1,1.8,1008.4
2026-06-30T04:06:51,Abuja,9.0765,7.3986,60,Moderate,16.2,30.1,483.5,26.0,10.1,44.7,27.0,54.2,3.6,1010.0
2026-06-30T04:06:51,Port Harcourt,4.8156,7.0498,116,Unhealthy for Sensitive Groups,41.4,62.3,856.9,42.3,19.1,39.0,25.4,79.3,2.6,1011.6
2026-06-30T04:06:51,Kano,12.0022,8.592,80,Moderate,26.0,39.9,655.5,32.6,16.4,53.9,25.6,75.8,4.7,1006.4
2026-06-30T04:06:51,Ibadan,7.3775,3.947,80,Moderate,25.8,38.1,653.9,29.7,15.0,46.5,28.2,75.3,5.9,1007.6
2026-06-30T04:06:51,Kaduna,10.5222,7.4383,87,Moderate,29.2,41.5,646.6,28.5,11.7,54.2,28.8,54.6,4.8,1009.2
2026-06-30T04:06:51,Ogun (Ode-Remo),6.85,3.6167,72,Moderate,21.9,34.6,569.4,28.7,13.6,40.0,25.8,50.1,2.3,1012.6
2026-06-30T05:06:51,Lagos,6.5244,3.3792,99,Moderate,34.9,58.3,735.6,31.9,18.1,41.6,29.6,50.5,5.8,1006.6
2026-06-30T05:06:51,Abuja,9.0765,7.3986,67,Moderate,19.7,32.2,556.6,30.8,11.1,39.6,28.1,52.7,1.7,1008.1
2026-06-30T05:06:51,Port Harcourt,4.8156,7.0498,128,Unhealthy for Sensitive Groups,46.5,84.6,745.8,50.6,16.7,46.5,27.2,67.9,5.2,1010.1
2026-06-30T05:06:51,Kano,12.0022,8.592,87,Moderate,29.4,54.3,555.2,33.1,16.4,36.7,26.2,64.6,1.3,1011.7
2026-06-30T05:06:51,Ibadan,7.3775,3.947,75,Moderate,23.4,35.0,502.8,30.7,12.9,58.4,25.8,48.7,3.8,1006.3
2026-06-30T05:06:51,Kaduna,10.5222,7.4383,79,Moderate,25.5,43.5,563.8,34.1,13.6,56.4,30.2,49.2,2.9,1010.9
2026-06-30T05:06:51,Ogun (Ode-Remo),6.85,3.6167,65,Moderate,18.6,27.6,494.9,24.3,13.8,55.0,26.4,48.4,4.2,1006.6
2026-06-30T06:06:51,Lagos,6.5244,3.3792,102,Unhealthy for Sensitive Groups,35.7,62.1,636.3,33.6,21.7,31.3,28.5,66.7,3.1,1010.7
2026-06-30T06:06:51,Abuja,9.0765,7.3986,71,Moderate,21.7,34.9,493.6,26.6,11.8,56.2,28.0,67.9,4.4,1008.1
2026-06-30T06:06:51,Port Harcourt,4.8156,7.0498,135,Unhealthy for Sensitive Groups,49.5,82.0,800.5,61.1,22.1,39.3,28.5,62.6,1.7,1007.3
2026-06-30T06:06:51,Kano,12.0022,8.592,95,Moderate,32.9,50.0,585.7,37.6,20.9,44.9,30.3,52.3,4.7,1007.8
2026-06-30T06:06:51,Ibadan,7.3775,3.947,82,Moderate,26.7,39.9,524.8,38.9,12.6,31.7,28.8,47.4,1.3,1010.1
2026-06-30T06:06:51,Kaduna,10.5222,7.4383,78,Moderate,24.9,35.0,514.9,29.0,15.1,39.9,26.4,51.7,5.5,1009.0
2026-06-30T06:06:51,Ogun (Ode-Remo),6.85,3.6167,77,Moderate,24.4,37.1,533.0,28.2,13.1,54.1,29.0,64.9,4.0,1012.1
2026-06-30T07:06:51,Lagos,6.5244,3.3792,113,Unhealthy for Sensitive Groups,40.3,60.6,795.7,39.0,17.8,47.8,27.2,56.1,4.8,1006.6
2026-06-30T07:06:51,Abuja,9.0765,7.3986,83,Moderate,27.4,47.2,600.4,28.8,17.0,29.0,29.3,62.1,5.6,1010.3
2026-06-30T07:06:51,Port Harcourt,4.8156,7.0498,136,Unhealthy for Sensitive Groups,49.5,74.6,751.9,48.7,25.6,24.8,26.8,73.4,4.6,1009.9
2026-06-30T07:06:51,Kano,12.0022,8.592,91,Moderate,31.1,54.1,600.6,29.7,14.4,41.3,28.3,49.3,4.5,1011.4
2026-06-30T07:06:51,Ibadan,7.3775,3.947,90,Moderate,30.6,49.1,573.4,30.0,16.0,41.1,26.0,78.4,5.3,1007.0
2026-06-30T07:06:51,Kaduna,10.5222,7.4383,99,Moderate,34.8,65.1,760.2,35.4,20.2,25.9,30.4,47.6,2.6,1010.9
2026-06-30T07:06:51,Ogun (Ode-Remo),6.85,3.6167,76,Moderate,24.1,36.3,546.0,28.8,11.9,60.4,26.5,67.2,3.4,1009.5
2026-06-30T08:06:51,Lagos,6.5244,3.3792,120,Unhealthy for Sensitive Groups,43.1,81.8,663.6,40.4,17.0,58.0,30.2,75.8,2.8,1007.3
2026-06-30T08:06:51,Abuja,9.0765,7.3986,77,Moderate,24.6,34.8,621.3,36.3,14.8,53.1,27.9,74.5,2.2,1011.7
2026-06-30T08:06:51,Port Harcourt,4.8156,7.0498,137,Unhealthy for Sensitive Groups,50.2,74.3,952.7,40.7,15.7,42.9,26.6,67.0,1.2,1010.6
2026-06-30T08:06:51,Kano,12.0022,8.592,98,Moderate,34.4,58.8,739.7,46.9,20.2,59.2,26.2,76.2,3.3,1006.6
2026-06-30T08:06:51,Ibadan,7.3775,3.947,89,Moderate,30.2,52.9,627.2,37.2,19.5,45.5,28.3,69.0,2.4,1006.1
2026-06-30T08:06:51,Kaduna,10.5222,7.4383,97,Moderate,33.9,50.3,599.2,38.1,13.1,56.1,29.6,76.1,5.8,1009.3
2026-06-30T08:06:51,Ogun (Ode-Remo),6.85,3.6167,86,Moderate,28.8,50.4,556.1,31.5,14.1,47.6,26.0,52.4,2.5,1010.7
2026-06-30T09:06:51,Lagos,6.5244,3.3792,111,Unhealthy for Sensitive Groups,39.6,67.6,851.6,46.7,13.0,53.7,27.5,68.2,5.7,1007.1
2026-06-30T09:06:51,Abuja,9.0765,7.3986,73,Moderate,22.6,35.9,564.9,31.1,13.7,42.1,28.4,45.2,3.8,1006.1
2026-06-30T09:06:51,Port Harcourt,4.8156,7.0498,129,Unhealthy for Sensitive Groups,46.9,69.9,945.1,52.2,22.3,21.1,29.6,68.2,2.4,1006.7
2026-06-30T09:06:51,Kano,12.0022,8.592,95,Moderate,33.0,62.0,585.8,34.4,18.5,41.6,30.4,63.2,4.1,1008.3
2026-06-30T09:06:51,Ibadan,7.3775,3.947,78,Moderate,24.8,39.6,618.4,31.4,16.7,57.7,28.3,65.2,4.7,1008.3
2026-06-30T09:06:51,Kaduna,10.5222,7.4383,88,Moderate,29.7,49.4,640.3,37.6,19.6,34.9,29.7,52.9,2.3,1008.4
